2021-11-09T15:35:45.736584200, 1.63644334879845E12, 1.6364433522857E12, 3487.25
2021-11-09T15:35:47.664014400, 1.6364433506687E12, 1.6364433541594E12, 3490.699951171875
2021-11-09T15:35:49.209395, 1.6364433522243E12, 1.6364433557134E12, 3489.099853515625
2021-11-09T15:35:52.862976400, 1.63644335581465E12, 1.6364433593082E12, 3493.550048828125
2021-11-09T15:35:54.571525300, 1.636443357605E12, 1.6364433610953E12, 3490.300048828125
2021-11-09T15:35:56.218420500, 1.63644335924615E12, 1.6364433627351E12, 3488.9501953125
2021-11-09T15:35:57.658322, 1.63644336066635E12, 1.6364433641562E12, 3489.849853515625
2021-11-09T15:35:59.031517300, 1.63644336199865E12, 1.6364433654913E12, 3492.650146484375
2021-11-09T15:36:00.288471800, 1.63644336331055E12, 1.6364433667999E12, 3489.349853515625
2021-11-09T15:36:01.594917500, 1.63644336458785E12, 1.6364433680783E12, 3490.449951171875
2021-11-09T15:36:02.667091200, 1.63644336567935E12, 1.6364433691686E12, 3489.25
2021-11-09T15:36:03.694018600, 1.6364433667029E12, 1.636443370194E12, 3491.10009765625
2021-11-09T15:36:04.864299800, 1.6364433678739E12, 1.6364433713648E12, 3490.900146484375
2021-11-09T15:36:05.887265200, 1.6364433688866E12, 1.6364433723771E12, 3490.5
2021-11-09T15:36:06.844911300, 1.6364433698775E12, 1.6364433733665E12, 3489.0
2021-11-09T15:36:08.097268400, 1.63644337103815E12, 1.6364433745315E12, 3493.35009765625
2021-11-09T15:36:09.005736600, 1.636443372045E12, 1.6364433755346E12, 3489.60009765625
2021-11-09T15:36:10.351968800, 1.63644337333795E12, 1.6364433768287E12, 3490.75
2021-11-09T15:36:11.534508100, 1.63644337450255E12, 1.6364433779948E12, 3492.25
2021-11-09T15:36:12.737084, 1.6364433757363E12, 1.6364433792267E12, 3490.39990234375
2021-11-09T15:36:13.915516900, 1.6364433769235E12, 1.6364433804138E12, 3490.300048828125
2021-11-09T15:36:15.284115600, 1.6364433782996E12, 1.6364433817898E12, 3490.199951171875
2021-11-09T15:36:20.790567400, 1.63644338382665E12, 1.6364433873167E12, 3490.050048828125
2021-11-09T15:36:22.092666, 1.63644338514035E12, 1.6364433886291E12, 3488.75
2021-11-09T15:36:23.566832300, 1.6364433865059E12, 1.6364433900007E12, 3494.800048828125
2021-11-09T15:36:24.785599700, 1.63644338780155E12, 1.6364433912926E12, 3491.050048828125
2021-11-09T15:36:26.013796300, 1.6364433890333E12, 1.6364433925246E12, 3491.300048828125
2021-11-09T15:36:27.185669500, 1.6364433902256E12, 1.6364433937149E12, 3489.2998046875
2021-11-09T15:36:28.386141100, 1.6364433913184E12, 1.6364433948125E12, 3494.10009765625
2021-11-09T15:36:29.933497500, 1.63644339289765E12, 1.636443396389E12, 3491.35009765625
2021-11-09T15:36:30.896279700, 1.63644339388125E12, 1.636443397373E12, 3491.75
2021-11-09T15:36:31.987277700, 1.636443394992E12, 1.6364433984819E12, 3489.89990234375
2021-11-09T15:36:33.205256, 1.6364433961408E12, 1.6364433996346E12, 3493.800048828125
2021-11-09T15:36:34.122275700, 1.6364433971534E12, 1.6364434006423E12, 3488.900146484375
2021-11-09T15:36:35.320553500, 1.6364433983664E12, 1.6364434018573E12, 3490.900146484375
